order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,status
1245,253,3,2,204.94,409.88,2025-12-11,completed
1246,55,46,4,205.99,823.96,2026-02-05,completed
1247,97,40,2,155.79,311.58,2026-03-29,completed
1248,235,26,2,196.51,393.02,2025-10-16,completed
1249,56,46,3,205.99,617.97,2026-03-10,pending
1250,64,3,5,204.94,1024.7,2026-05-09,pending
1251,490,30,5,101.33,506.65,2025-12-06,returned
1252,3,9,4,87.78,351.12,2025-09-12,returned
1253,284,48,1,231.96,231.96,2026-01-18,pending
1254,474,38,4,225.61,902.44,2025-11-22,returned
1255,355,50,2,6.94,13.88,2025-10-07,returned
1256,54,12,2,69.29,138.58,2026-05-15,pending
1257,311,43,5,181.33,906.65,2025-11-30,completed
1258,215,33,4,274.45,1097.8,2025-08-29,returned
1259,141,45,2,79.91,159.82,2026-05-15,pending
1260,232,22,3,260.74,782.22,2025-07-14,completed
1261,309,9,4,87.78,351.12,2026-05-30,returned
1262,441,20,5,19.46,97.3,2026-05-09,completed
1263,324,46,5,205.99,1029.95,2026-04-24,completed
1264,320,13,2,36.04,72.08,2025-12-18,completed
1265,472,44,3,181.18,543.54,2026-06-16,completed
1266,258,46,2,205.99,411.98,2026-03-07,returned
1267,364,45,3,79.91,239.73,2025-11-06,completed
1268,288,49,3,92.28,276.84,2025-08-25,pending
1269,483,38,5,225.61,1128.05,2025-06-21,pending
1270,147,44,5,181.18,905.9,2026-03-05,pending
1271,55,1,5,13.34,66.7,2025-12-24,completed
1272,28,25,2,203.02,406.04,2026-03-05,completed
1273,385,13,3,36.04,108.12,2025-07-27,completed
1274,75,19,3,175.73,527.19,2025-11-17,completed
1275,105,45,3,79.91,239.73,2025-12-04,returned
1276,417,3,3,204.94,614.82,2026-01-05,pending
1277,445,7,5,216.5,1082.5,2026-02-27,returned
1278,200,15,5,83.76,418.8,2026-03-06,completed
1279,355,33,3,274.45,823.35,2025-07-20,completed
1280,214,25,4,203.02,812.08,2025-08-02,completed
1281,7,36,1,47.99,47.99,2025-08-11,completed
1282,445,13,5,36.04,180.2,2025-11-17,pending
1283,387,15,3,83.76,251.28,2025-11-19,returned
1284,101,35,5,266.09,1330.45,2026-03-13,completed
1285,91,19,4,175.73,702.92,2026-02-01,completed
1286,377,12,2,69.29,138.58,2025-07-26,returned
1287,21,8,4,129.33,517.32,2026-03-31,pending
1288,136,18,5,187.83,939.15,2026-06-11,completed
1289,434,11,5,130.24,651.2,2026-05-29,completed
1290,239,1,3,13.34,40.02,2025-08-21,completed
1291,476,3,2,204.94,409.88,2025-07-12,completed
1292,397,39,1,123.41,123.41,2025-11-05,returned
1293,252,43,3,181.33,543.99,2025-09-02,returned
1294,38,36,3,47.99,143.97,2025-10-26,completed
1295,490,34,2,68.5,137.0,2025-09-02,completed
1296,403,34,1,68.5,68.5,2026-02-03,returned
1297,279,11,4,130.24,520.96,2026-05-10,returned
1298,179,26,1,196.51,196.51,2025-11-21,completed
1299,170,14,3,111.53,334.59,2025-08-03,completed
1300,487,19,2,175.73,351.46,2025-09-15,returned
1301,288,34,4,68.5,274.0,2026-05-08,completed
1302,229,8,3,129.33,387.99,2025-11-28,completed
1303,471,42,5,53.02,265.1,2026-03-25,returned
1304,350,16,1,141.06,141.06,2025-12-27,completed
1305,198,25,1,203.02,203.02,2025-10-03,completed
1306,13,35,3,266.09,798.27,2026-04-10,returned
1307,264,50,3,6.94,20.82,2026-03-21,returned
1308,23,29,4,208.31,833.24,2026-04-10,completed
1309,165,42,2,53.02,106.04,2026-01-28,returned
1310,86,6,1,182.98,182.98,2026-02-02,returned
1311,321,35,1,266.09,266.09,2025-10-01,completed
1312,443,14,2,111.53,223.06,2026-04-06,pending
1313,276,7,2,216.5,433.0,2026-04-19,pending
1314,383,42,1,53.02,53.02,2026-04-24,completed
1315,368,2,4,71.61,286.44,2026-02-22,completed
1316,38,3,1,204.94,204.94,2025-11-19,completed
1317,286,12,3,69.29,207.87,2025-11-02,completed
1318,467,37,2,225.02,450.04,2025-12-18,completed
1319,231,27,4,163.03,652.12,2026-03-02,pending
1320,9,28,3,141.89,425.67,2026-02-06,pending
1321,274,44,1,181.18,181.18,2025-11-21,completed
1322,33,42,5,53.02,265.1,2025-12-22,returned
1323,184,3,1,204.94,204.94,2026-01-01,returned
1324,403,7,3,216.5,649.5,2025-10-03,completed
1325,145,39,1,123.41,123.41,2025-08-13,pending
1326,421,25,4,203.02,812.08,2026-04-11,completed
1327,274,31,2,73.33,146.66,2025-12-10,completed
1328,408,9,4,87.78,351.12,2025-07-28,returned
1329,153,19,2,175.73,351.46,2025-08-03,completed
1330,448,1,5,13.34,66.7,2025-09-22,returned
1331,22,10,1,229.08,229.08,2025-12-24,completed
1332,202,37,5,225.02,1125.1,2025-12-27,returned
1333,157,36,1,47.99,47.99,2025-09-14,completed
1334,109,48,3,231.96,695.88,2026-02-16,pending
1335,73,42,5,53.02,265.1,2026-06-17,completed
1336,316,12,2,69.29,138.58,2025-08-08,completed
1337,93,13,1,36.04,36.04,2025-06-28,returned
1338,237,4,5,179.59,897.95,2025-07-25,returned
1339,344,5,3,33.54,100.62,2026-03-30,completed
1340,102,17,1,29.16,29.16,2025-07-07,returned
1341,183,32,3,123.93,371.79,2026-05-05,completed
1342,52,43,2,181.33,362.66,2025-07-13,completed
1343,461,40,1,155.79,155.79,2025-12-27,completed
1344,231,21,4,295.65,1182.6,2026-03-07,completed
1345,356,40,3,155.79,467.37,2025-06-27,returned
1346,291,10,5,229.08,1145.4,2025-08-25,completed
1347,87,21,4,295.65,1182.6,2025-11-12,completed
1348,403,21,2,295.65,591.3,2026-02-06,completed
1349,142,46,4,205.99,823.96,2026-03-07,completed
1350,450,9,3,87.78,263.34,2025-10-21,pending
1351,184,30,4,101.33,405.32,2025-08-15,completed
1352,56,32,5,123.93,619.65,2025-10-12,completed
1353,42,42,5,53.02,265.1,2026-02-13,completed
1354,101,9,5,87.78,438.9,2026-02-14,completed
1355,373,47,1,266.12,266.12,2025-07-24,completed
1356,324,2,5,71.61,358.05,2026-04-08,completed
1357,208,38,5,225.61,1128.05,2025-07-16,returned
1358,283,14,1,111.53,111.53,2026-02-28,completed
1359,242,35,5,266.09,1330.45,2026-04-04,completed
1360,115,24,4,53.81,215.24,2026-01-04,returned
1361,69,47,3,266.12,798.36,2026-04-11,pending
1362,47,33,5,274.45,1372.25,2025-12-25,pending
1363,6,24,5,53.81,269.05,2026-04-20,completed
1364,388,40,2,155.79,311.58,2025-12-14,returned
1365,82,9,4,87.78,351.12,2025-09-03,completed
1366,338,37,5,225.02,1125.1,2025-10-09,completed
1367,481,48,4,231.96,927.84,2026-03-01,completed
1368,390,3,2,204.94,409.88,2025-12-27,pending
1369,136,15,1,83.76,83.76,2025-12-24,completed
1370,343,15,1,83.76,83.76,2025-12-30,completed
1371,199,34,3,68.5,205.5,2025-09-26,pending
1372,21,30,1,101.33,101.33,2026-01-13,completed
1373,325,7,5,216.5,1082.5,2025-10-28,completed
1374,297,48,3,231.96,695.88,2026-04-27,returned
1375,193,37,2,225.02,450.04,2026-05-16,pending
1376,335,24,5,53.81,269.05,2026-01-12,completed
1377,193,34,3,68.5,205.5,2026-01-15,completed
1378,181,34,4,68.5,274.0,2025-06-23,completed
1379,455,32,4,123.93,495.72,2026-04-09,returned
1380,452,1,5,13.34,66.7,2025-06-29,completed
1381,118,29,2,208.31,416.62,2025-12-01,completed
1382,109,33,3,274.45,823.35,2026-05-24,completed
1383,186,12,2,69.29,138.58,2026-06-07,returned
1384,339,46,1,205.99,205.99,2025-08-02,completed
1385,369,27,3,163.03,489.09,2025-11-12,completed
1386,246,31,4,73.33,293.32,2025-12-08,completed
1387,332,38,2,225.61,451.22,2025-10-17,pending
1388,23,2,2,71.61,143.22,2026-05-14,completed
1389,83,37,5,225.02,1125.1,2025-11-10,completed
1390,21,41,5,259.15,1295.75,2025-12-05,returned
1391,86,10,1,229.08,229.08,2025-12-12,completed
1392,491,12,5,69.29,346.45,2025-06-30,pending
1393,327,39,5,123.41,617.05,2025-06-29,completed
1394,485,47,3,266.12,798.36,2025-08-24,completed
1395,311,14,4,111.53,446.12,2026-01-19,pending
1396,113,31,2,73.33,146.66,2026-02-28,pending
1397,407,39,2,123.41,246.82,2026-05-17,returned
1398,320,50,2,6.94,13.88,2026-04-15,returned
1399,371,17,2,29.16,58.32,2025-10-12,completed
1400,303,30,5,101.33,506.65,2026-05-26,completed
1401,198,15,4,83.76,335.04,2026-03-18,completed
1402,104,7,1,216.5,216.5,2025-08-19,returned
1403,424,33,4,274.45,1097.8,2025-12-24,completed
1404,91,39,1,123.41,123.41,2025-12-01,pending
1405,20,40,5,155.79,778.95,2025-08-08,returned
1406,48,33,1,274.45,274.45,2025-10-16,pending
1407,462,43,2,181.33,362.66,2026-03-21,returned
1408,460,35,1,266.09,266.09,2025-11-15,pending
1409,190,34,4,68.5,274.0,2025-12-23,completed
1410,220,45,5,79.91,399.55,2026-04-09,completed
1411,180,31,4,73.33,293.32,2025-07-29,returned
1412,51,48,5,231.96,1159.8,2026-01-23,pending
1413,245,9,3,87.78,263.34,2026-03-06,completed
1414,307,6,3,182.98,548.94,2025-12-24,returned
1415,97,27,3,163.03,489.09,2026-02-28,completed
1416,296,46,1,205.99,205.99,2026-01-18,returned
1417,4,8,5,129.33,646.65,2026-03-10,pending
1418,353,42,2,53.02,106.04,2026-01-12,completed
1419,55,27,3,163.03,489.09,2026-01-25,completed
1420,130,28,5,141.89,709.45,2025-12-16,completed
1421,290,35,4,266.09,1064.36,2025-12-18,completed
1422,349,40,3,155.79,467.37,2026-01-21,pending
1423,212,49,2,92.28,184.56,2026-05-14,returned
1424,92,36,4,47.99,191.96,2025-08-16,completed
1425,248,36,5,47.99,239.95,2025-12-30,completed
1426,177,20,5,19.46,97.3,2025-07-08,pending
1427,438,48,2,231.96,463.92,2025-11-15,completed
1428,229,48,2,231.96,463.92,2025-09-27,completed
1429,261,7,2,216.5,433.0,2025-12-26,pending
1430,315,22,5,260.74,1303.7,2026-02-01,completed
1431,494,11,4,130.24,520.96,2025-11-10,completed
1432,242,6,2,182.98,365.96,2026-02-11,returned
1433,33,28,1,141.89,141.89,2026-03-06,completed
1434,41,15,3,83.76,251.28,2025-10-31,returned
1435,477,3,4,204.94,819.76,2026-04-10,pending
1436,147,40,5,155.79,778.95,2025-10-05,returned
1437,328,4,2,179.59,359.18,2025-10-19,pending
1438,104,29,1,208.31,208.31,2025-07-10,returned
1439,18,19,2,175.73,351.46,2025-06-27,returned
1440,358,33,5,274.45,1372.25,2026-02-01,completed
1441,346,40,2,155.79,311.58,2025-07-04,completed
1442,336,24,2,53.81,107.62,2025-08-05,completed
1443,142,11,1,130.24,130.24,2026-05-08,pending
1444,208,23,4,139.29,557.16,2025-11-06,returned
1445,8,13,5,36.04,180.2,2025-10-30,completed
1446,146,6,5,182.98,914.9,2026-04-27,returned
1447,178,38,3,225.61,676.83,2026-04-01,completed
1448,494,15,5,83.76,418.8,2026-01-29,completed
1449,295,30,4,101.33,405.32,2025-06-27,completed
1450,209,17,2,29.16,58.32,2026-04-10,returned
1451,38,7,5,216.5,1082.5,2026-05-29,returned
1452,485,19,3,175.73,527.19,2026-02-14,completed
1453,449,33,3,274.45,823.35,2025-10-27,returned
1454,356,37,3,225.02,675.06,2025-11-11,pending
1455,248,25,5,203.02,1015.1,2025-07-24,completed
1456,493,49,3,92.28,276.84,2025-11-30,pending
1457,460,44,4,181.18,724.72,2025-10-29,returned
1458,60,2,4,71.61,286.44,2025-11-02,completed
1459,325,5,4,33.54,134.16,2025-11-23,completed
1460,410,44,2,181.18,362.36,2025-10-31,completed
1461,265,27,3,163.03,489.09,2025-07-08,returned
1462,128,1,3,13.34,40.02,2026-02-28,completed
1463,345,6,4,182.98,731.92,2025-09-19,completed
1464,477,5,5,33.54,167.7,2025-09-21,completed
1465,182,31,3,73.33,219.99,2025-09-16,completed
1466,94,37,3,225.02,675.06,2026-02-23,completed
1467,121,32,2,123.93,247.86,2025-10-16,completed
1468,118,17,2,29.16,58.32,2026-02-02,completed
1469,183,16,5,141.06,705.3,2025-07-19,completed
1470,62,50,1,6.94,6.94,2026-06-05,completed
1471,315,44,4,181.18,724.72,2026-03-11,completed
1472,491,49,5,92.28,461.4,2025-07-12,completed
1473,318,31,3,73.33,219.99,2026-05-20,completed
1474,445,32,5,123.93,619.65,2025-10-13,completed
1475,392,32,2,123.93,247.86,2025-07-31,returned
1476,114,18,4,187.83,751.32,2025-10-26,returned
1477,270,9,1,87.78,87.78,2025-08-21,pending
1478,17,31,5,73.33,366.65,2025-06-24,returned
1479,441,23,4,139.29,557.16,2026-01-12,completed
1480,358,30,1,101.33,101.33,2025-10-21,returned
1481,353,30,3,101.33,303.99,2025-07-01,completed
1482,195,1,2,13.34,26.68,2025-12-12,returned
1483,186,7,3,216.5,649.5,2026-02-27,returned
1484,281,17,2,29.16,58.32,2026-05-18,completed
1485,242,16,3,141.06,423.18,2025-11-28,returned
1486,95,22,3,260.74,782.22,2026-01-23,pending
1487,215,28,2,141.89,283.78,2026-01-02,completed
1488,144,24,4,53.81,215.24,2026-06-02,pending
1489,68,12,5,69.29,346.45,2025-11-27,returned
1490,417,44,2,181.18,362.36,2025-09-28,completed
1491,412,47,3,266.12,798.36,2025-06-24,completed
1492,439,36,4,47.99,191.96,2026-03-14,pending
1493,410,13,2,36.04,72.08,2025-12-16,completed
1494,91,31,1,73.33,73.33,2026-01-31,pending
1495,458,32,2,123.93,247.86,2025-06-25,returned
1496,403,35,3,266.09,798.27,2025-10-17,pending
1497,288,20,3,19.46,58.38,2025-11-10,returned
1498,51,4,4,179.59,718.36,2026-01-24,completed
1499,417,4,2,179.59,359.18,2025-11-15,completed
1500,231,31,1,73.33,73.33,2025-10-20,completed
1501,185,17,3,29.16,87.48,2026-01-25,returned
1502,177,36,3,47.99,143.97,2025-07-24,completed
1503,180,27,1,163.03,163.03,2026-04-26,returned
1504,295,13,5,36.04,180.2,2025-12-23,returned
1505,182,12,3,69.29,207.87,2025-07-25,completed
1506,250,44,5,181.18,905.9,2026-03-12,pending
1507,315,6,4,182.98,731.92,2026-03-06,completed
1508,445,30,2,101.33,202.66,2025-09-04,completed
1509,216,41,3,259.15,777.45,2025-10-25,returned
1510,435,37,4,225.02,900.08,2025-12-26,completed
1511,176,6,2,182.98,365.96,2025-12-29,completed
1512,335,21,3,295.65,886.95,2026-04-28,completed
1513,310,46,3,205.99,617.97,2026-04-10,pending
1514,400,18,4,187.83,751.32,2026-03-03,completed
1515,267,48,5,231.96,1159.8,2025-10-26,pending
1516,95,27,2,163.03,326.06,2025-08-20,completed
1517,339,9,2,87.78,175.56,2026-02-10,completed
1518,108,48,1,231.96,231.96,2025-10-11,completed
1519,49,26,1,196.51,196.51,2025-11-05,completed
1520,28,31,5,73.33,366.65,2025-12-03,completed
1521,269,50,4,6.94,27.76,2025-09-03,completed
1522,317,7,3,216.5,649.5,2025-12-26,completed
1523,159,6,4,182.98,731.92,2026-02-18,completed
1524,227,16,3,141.06,423.18,2026-05-12,completed
1525,430,9,5,87.78,438.9,2026-04-18,completed
1526,340,2,1,71.61,71.61,2025-07-16,completed
1527,240,21,4,295.65,1182.6,2026-05-09,returned
1528,228,18,5,187.83,939.15,2026-05-13,completed
1529,91,45,5,79.91,399.55,2026-01-11,returned
1530,324,39,4,123.41,493.64,2025-09-08,returned
1531,328,28,5,141.89,709.45,2025-10-06,returned
1532,247,20,3,19.46,58.38,2025-09-27,returned
1533,227,15,1,83.76,83.76,2025-07-05,completed
1534,134,24,4,53.81,215.24,2025-10-10,completed
1535,1,20,1,19.46,19.46,2026-01-25,returned
1536,177,49,2,92.28,184.56,2025-11-20,completed
1537,5,31,5,73.33,366.65,2026-04-25,pending
1538,154,49,4,92.28,369.12,2025-09-12,completed
1539,409,50,4,6.94,27.76,2026-02-14,completed
1540,408,39,2,123.41,246.82,2026-04-01,completed
1541,97,36,3,47.99,143.97,2025-07-22,pending
1542,203,36,4,47.99,191.96,2026-03-22,completed
1543,425,11,4,130.24,520.96,2026-05-10,pending
1544,41,15,3,83.76,251.28,2026-01-27,pending
1545,265,41,2,259.15,518.3,2025-07-23,returned
1546,146,45,3,79.91,239.73,2026-02-01,returned
1547,97,18,4,187.83,751.32,2025-10-25,completed
1548,149,12,2,69.29,138.58,2025-10-01,completed
1549,317,41,4,259.15,1036.6,2025-07-13,pending
1550,252,18,5,187.83,939.15,2026-01-22,completed
1551,78,21,1,295.65,295.65,2026-04-24,completed
1552,96,35,1,266.09,266.09,2026-01-09,completed
1553,65,19,3,175.73,527.19,2025-12-18,pending
1554,120,47,1,266.12,266.12,2025-11-29,completed
1555,253,10,1,229.08,229.08,2025-09-06,completed
1556,160,22,4,260.74,1042.96,2025-10-29,pending
1557,357,24,4,53.81,215.24,2026-04-22,completed
1558,432,22,1,260.74,260.74,2025-07-16,completed
1559,398,4,3,179.59,538.77,2026-02-25,pending
1560,241,5,5,33.54,167.7,2026-05-02,completed
1561,419,13,3,36.04,108.12,2025-10-12,pending
1562,499,1,1,13.34,13.34,2025-12-29,completed
1563,127,25,4,203.02,812.08,2026-04-25,completed
1564,377,13,4,36.04,144.16,2025-10-11,completed
1565,243,34,2,68.5,137.0,2025-12-02,pending
1566,480,44,3,181.18,543.54,2026-03-01,completed
1567,382,11,1,130.24,130.24,2026-01-12,returned
1568,130,34,1,68.5,68.5,2025-10-16,pending
1569,102,41,3,259.15,777.45,2025-09-02,completed
1570,499,4,2,179.59,359.18,2025-11-24,completed
1571,167,16,4,141.06,564.24,2025-11-20,completed
1572,300,11,3,130.24,390.72,2025-09-22,completed
1573,5,26,2,196.51,393.02,2026-02-14,completed
1574,353,38,4,225.61,902.44,2026-01-03,returned
1575,395,10,3,229.08,687.24,2025-12-10,completed
1576,256,16,2,141.06,282.12,2026-03-04,completed
1577,174,44,5,181.18,905.9,2026-04-09,completed
1578,331,4,3,179.59,538.77,2026-01-15,completed
1579,406,45,5,79.91,399.55,2025-08-26,completed
1580,120,9,4,87.78,351.12,2026-05-25,completed
1581,413,36,3,47.99,143.97,2025-06-24,pending
1582,11,47,2,266.12,532.24,2026-02-15,pending
1583,129,23,2,139.29,278.58,2026-03-17,completed
1584,287,32,4,123.93,495.72,2026-01-03,completed
1585,98,35,4,266.09,1064.36,2026-05-18,returned
1586,179,12,5,69.29,346.45,2025-08-28,completed
1587,141,47,4,266.12,1064.48,2026-01-27,returned
1588,36,36,2,47.99,95.98,2025-12-27,returned
1589,152,10,4,229.08,916.32,2025-09-07,completed
1590,233,35,3,266.09,798.27,2026-02-28,completed
1591,195,50,5,6.94,34.7,2026-05-02,completed
1592,439,2,5,71.61,358.05,2026-04-01,completed
1593,123,50,5,6.94,34.7,2026-06-16,completed
1594,338,47,1,266.12,266.12,2025-12-15,returned
1595,269,25,2,203.02,406.04,2025-09-29,pending
1596,79,50,5,6.94,34.7,2026-06-15,returned
1597,210,19,3,175.73,527.19,2026-02-19,completed
1598,268,8,1,129.33,129.33,2026-01-09,completed
1599,92,3,2,204.94,409.88,2026-04-27,completed
1600,249,13,1,36.04,36.04,2026-02-10,completed
1601,293,7,1,216.5,216.5,2026-05-14,pending
1602,270,43,4,181.33,725.32,2026-04-11,returned
1603,132,45,5,79.91,399.55,2026-06-04,completed
1604,311,24,2,53.81,107.62,2025-12-02,completed
1605,336,1,2,13.34,26.68,2026-06-14,pending
1606,411,6,4,182.98,731.92,2026-01-22,completed
1607,381,24,5,53.81,269.05,2026-03-26,pending
1608,422,24,1,53.81,53.81,2026-02-15,returned
1609,21,18,5,187.83,939.15,2025-07-10,completed
1610,484,20,1,19.46,19.46,2026-01-05,completed
1611,52,34,1,68.5,68.5,2025-09-02,completed
1612,98,35,4,266.09,1064.36,2025-11-05,completed
1613,292,34,2,68.5,137.0,2025-12-13,completed
1614,213,36,5,47.99,239.95,2025-08-13,completed
1615,184,50,5,6.94,34.7,2025-09-18,pending
1616,453,45,4,79.91,319.64,2025-08-14,completed
1617,282,11,2,130.24,260.48,2026-04-02,pending
1618,337,33,3,274.45,823.35,2026-03-10,completed
1619,227,35,5,266.09,1330.45,2026-04-10,completed
1620,167,21,5,295.65,1478.25,2025-10-11,completed
1621,423,27,4,163.03,652.12,2026-05-10,completed
1622,289,39,2,123.41,246.82,2025-12-03,returned
1623,393,14,4,111.53,446.12,2025-11-23,returned
1624,185,48,3,231.96,695.88,2025-10-18,pending
1625,1,29,4,208.31,833.24,2026-05-17,completed
1626,9,19,5,175.73,878.65,2026-05-05,returned
1627,4,9,3,87.78,263.34,2026-06-05,completed
1628,439,15,2,83.76,167.52,2025-07-12,completed
1629,471,2,3,71.61,214.83,2026-02-18,returned
1630,293,33,5,274.45,1372.25,2025-09-04,returned
1631,20,10,1,229.08,229.08,2026-05-11,pending
1632,71,23,2,139.29,278.58,2025-11-24,completed
1633,128,24,5,53.81,269.05,2025-09-28,completed
1634,48,17,3,29.16,87.48,2026-05-02,returned
1635,470,26,5,196.51,982.55,2025-10-06,completed
1636,371,47,1,266.12,266.12,2026-02-22,completed
1637,250,31,2,73.33,146.66,2025-08-18,returned
1638,329,7,5,216.5,1082.5,2025-09-24,completed
1639,196,3,5,204.94,1024.7,2026-03-10,completed
1640,472,50,1,6.94,6.94,2026-02-05,completed
1641,214,23,4,139.29,557.16,2025-09-16,completed
1642,383,50,2,6.94,13.88,2025-11-21,returned
1643,28,1,4,13.34,53.36,2025-09-17,completed
1644,164,34,1,68.5,68.5,2025-07-31,returned
1645,168,37,2,225.02,450.04,2025-08-14,returned
1646,79,45,2,79.91,159.82,2025-08-30,completed
1647,498,44,4,181.18,724.72,2025-06-27,pending
1648,295,49,5,92.28,461.4,2025-09-20,returned
1649,222,6,2,182.98,365.96,2026-04-22,completed
1650,68,26,2,196.51,393.02,2026-05-04,completed
1651,293,6,4,182.98,731.92,2025-10-15,completed
1652,135,36,4,47.99,191.96,2025-12-14,completed
1653,223,26,5,196.51,982.55,2025-12-22,completed
1654,247,49,2,92.28,184.56,2026-01-20,returned
1655,203,13,4,36.04,144.16,2025-12-03,returned
1656,316,13,5,36.04,180.2,2025-11-27,returned
1657,37,16,2,141.06,282.12,2026-02-23,completed
1658,166,50,4,6.94,27.76,2026-06-03,returned
1659,344,6,1,182.98,182.98,2025-07-01,pending
1660,179,28,3,141.89,425.67,2025-09-03,completed
1661,305,21,3,295.65,886.95,2025-08-17,completed
1662,87,50,3,6.94,20.82,2025-09-30,completed
1663,320,40,4,155.79,623.16,2025-08-08,completed
1664,474,29,1,208.31,208.31,2025-06-28,completed
1665,80,13,3,36.04,108.12,2025-09-25,completed
1666,125,8,1,129.33,129.33,2026-04-19,returned
1667,8,10,3,229.08,687.24,2026-04-25,completed
1668,157,45,1,79.91,79.91,2025-10-02,pending
1669,170,31,1,73.33,73.33,2026-02-27,completed
1670,109,48,5,231.96,1159.8,2026-01-16,completed
1671,385,35,5,266.09,1330.45,2025-08-24,completed
1672,319,36,4,47.99,191.96,2026-02-22,completed
1673,193,45,1,79.91,79.91,2026-05-14,returned
1674,23,43,5,181.33,906.65,2025-07-03,completed
1675,146,11,1,130.24,130.24,2026-03-24,completed
1676,139,45,5,79.91,399.55,2025-12-22,completed
1677,35,30,1,101.33,101.33,2026-04-16,pending
1678,340,43,3,181.33,543.99,2025-06-24,completed
1679,150,7,1,216.5,216.5,2025-07-08,pending
1680,261,15,4,83.76,335.04,2026-05-16,completed
1681,444,21,4,295.65,1182.6,2026-05-31,returned
1682,96,35,1,266.09,266.09,2025-07-19,completed
1683,288,33,4,274.45,1097.8,2025-10-16,completed
1684,473,3,2,204.94,409.88,2026-02-05,returned
1685,251,20,3,19.46,58.38,2025-10-10,pending
1686,10,48,2,231.96,463.92,2026-05-19,completed
1687,182,44,3,181.18,543.54,2025-07-11,completed
1688,142,16,5,141.06,705.3,2026-06-01,completed
1689,450,41,3,259.15,777.45,2025-11-22,pending
1690,486,2,5,71.61,358.05,2026-05-31,completed
1691,175,15,2,83.76,167.52,2025-11-05,pending
1692,45,43,2,181.33,362.66,2026-03-04,pending
1693,447,34,5,68.5,342.5,2026-02-27,completed
1694,294,27,2,163.03,326.06,2026-05-26,completed
1695,466,28,3,141.89,425.67,2025-07-22,returned
1696,278,22,4,260.74,1042.96,2025-11-18,completed
1697,298,14,2,111.53,223.06,2026-05-09,returned
1698,442,44,2,181.18,362.36,2026-03-25,completed
1699,466,20,5,19.46,97.3,2026-05-10,completed
1700,336,28,2,141.89,283.78,2025-08-10,returned
1701,35,11,3,130.24,390.72,2025-09-16,returned
1702,95,35,1,266.09,266.09,2025-07-30,completed
1703,392,10,1,229.08,229.08,2026-01-24,completed
1704,156,27,4,163.03,652.12,2026-03-29,pending
1705,78,48,3,231.96,695.88,2025-12-28,completed
1706,95,7,2,216.5,433.0,2026-06-14,completed
1707,316,49,5,92.28,461.4,2025-08-02,completed
1708,314,39,5,123.41,617.05,2026-01-05,completed
1709,119,39,2,123.41,246.82,2026-03-01,completed
1710,353,23,1,139.29,139.29,2026-05-04,pending
1711,434,9,5,87.78,438.9,2026-01-28,returned
1712,95,31,3,73.33,219.99,2026-04-14,pending
1713,71,32,4,123.93,495.72,2026-06-13,completed
1714,17,13,2,36.04,72.08,2026-01-06,pending
1715,474,49,1,92.28,92.28,2025-09-22,completed
1716,381,27,2,163.03,326.06,2025-12-26,completed
1717,34,49,2,92.28,184.56,2026-05-26,completed
1718,251,29,5,208.31,1041.55,2025-07-22,completed
1719,219,30,2,101.33,202.66,2025-09-17,pending
1720,312,50,1,6.94,6.94,2026-02-04,pending
1721,202,47,3,266.12,798.36,2025-08-03,returned
1722,305,48,5,231.96,1159.8,2026-04-13,returned
1723,267,34,1,68.5,68.5,2026-04-26,completed
1724,424,29,4,208.31,833.24,2025-10-16,completed
1725,276,16,5,141.06,705.3,2025-10-22,pending
1726,286,48,1,231.96,231.96,2026-05-06,pending
1727,98,34,1,68.5,68.5,2026-01-29,completed
1728,453,29,4,208.31,833.24,2026-03-30,completed
1729,237,50,3,6.94,20.82,2025-11-15,completed
1730,314,28,3,141.89,425.67,2026-04-25,completed
1731,463,45,5,79.91,399.55,2026-04-03,completed
1732,47,30,4,101.33,405.32,2026-04-01,returned
1733,399,8,2,129.33,258.66,2025-09-16,returned
1734,70,45,5,79.91,399.55,2026-06-15,pending
1735,231,27,3,163.03,489.09,2025-11-28,completed
1736,303,12,4,69.29,277.16,2025-09-09,completed
1737,129,30,1,101.33,101.33,2025-08-12,completed
1738,368,45,2,79.91,159.82,2025-07-28,completed
1739,362,6,1,182.98,182.98,2025-08-24,pending
1740,44,41,3,259.15,777.45,2025-09-08,returned
1741,373,46,4,205.99,823.96,2025-10-01,returned
1742,194,40,2,155.79,311.58,2025-12-04,returned
1743,394,25,1,203.02,203.02,2025-11-22,completed
1744,447,22,5,260.74,1303.7,2025-09-23,completed
1745,92,11,2,130.24,260.48,2026-05-18,completed
1746,159,27,3,163.03,489.09,2026-01-31,pending
1747,61,19,2,175.73,351.46,2025-07-08,completed
1748,319,13,1,36.04,36.04,2025-12-24,completed
1749,255,1,4,13.34,53.36,2026-01-10,pending
1750,312,35,1,266.09,266.09,2025-11-09,pending
1751,302,16,2,141.06,282.12,2026-03-15,pending
1752,227,30,4,101.33,405.32,2025-07-30,completed
1753,4,39,5,123.41,617.05,2025-10-17,completed
1754,318,36,3,47.99,143.97,2026-01-14,returned
1755,95,14,1,111.53,111.53,2025-11-28,completed
1756,19,4,3,179.59,538.77,2025-12-18,completed
1757,430,3,5,204.94,1024.7,2026-03-09,returned
1758,472,20,3,19.46,58.38,2025-09-20,completed
1759,214,4,1,179.59,179.59,2025-10-02,completed
